Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/fs/pool/pool-mann-projects/Johannes/Jakob_AD_CSF_data/Berlin_cohort_Sweden_speclib_OBO/All_Raw/20190228_QX1_PhGe_SA_EASY12-10_Deigendesch_D10_190224386.mzML
P08174;P08174-2;P08174-3;P08174-4;P08174-5;P08174-6;P08174-7	P08174;P08174-2;P08174-3;P08174-4;P08174-5;P08174-6;P08174-7				4.32436e+07
P08185	P08185				3.5214e+08
P08195;P08195-2;P08195-3;P08195-4;P08195-5	P08195;P08195-4;P08195-2;P08195-3;P08195-5				1.00254e+07
P08236;P08236-2;P08236-3	P08236;P08236-2;P08236-3				532040
P08238	P08238;Q58FF7				347687
P08253	P08253;P08253-2;P08253-3				7.74498e+07
P08294	P08294				4.25414e+08
P08493-2	P08493;P08493-2				4.40048e+07
P08571	P08571				3.81495e+08
P08572	P08572				4.17368e+06
P08581;P08581-2	P08581;P08581-2				1.57863e+06
P08582	P08582;P08582-2				3.91194e+06
P08603	P08603				3.30383e+08
P08637	P08637				1.92679e+07
P08670	P08670				2.85046e+06
P08697	P08697;P08697-2				2.68302e+08
P08709;P08709-2	P08709;P08709-2				1.31034e+06
P08758	P08758				2.43648e+06
P08779	P08779				2.14622e+07
P08949;P08949-2	P08949;P08949-2				76148.8
P09104	P09104;P09104-2				1.85685e+07
P09172	P09172				545449
P09211	P09211				8.62448e+06
P09382	P09382				2.60044e+07
P09417;P09417-2	P09417;P09417-2				2.64377e+07
P09486	P09486				1.292e+08
P09493;P09493-10;P09493-2;P09493-3;P09493-4;P09493-5;P09493-6;P09493-7;P09493-8;P09493-9	P06753;P07951;P09493;P09493-10;P67936;P07951-2;P09493-5;P06753-2;P06753-3;P09493-2;P09493-3;P09493-4;P09493-6;P09493-7;P09493-8;P09493-9;P06753-4;P06753-5;P06753-6;P07951-3;P67936-2				1.78836e+06
P09603	P09603;P09603-2;P09603-3				1.05585e+08
P09619	P09619;P09619-2				1.18297e+07
P09622	P09622;P09622-2;P09622-3				2.25849e+06
P09668	P09668				3.48805e+07
P09871	P09871				2.01873e+08
P09936	P09936				2.60755e+06
P09958	P09958				1.4059e+06
P09960;P09960-4	P09960;P09960-2;P09960-3;P09960-4				1.49806e+06
P09972	P04075;P09972;P04075-2				3.27926e+07
P0C0L4;P0C0L4-2	P0C0L4;P0C0L4-2				1.25756e+08
P0C0L5	P0C0L4;P0C0L5;P0C0L4-2				9.78891e+08
P0C6S8	P0C6S8				4.34503e+06
P0CF74	P0CG04;P0DOY2;P0DOY3;P0CF74;B9A064;P0DOX8				2.38072e+08
P0CG47;P0CG48	P0CG47;P0CG48;P62979;P62987				1.53212e+08
P0DJI8;P0DJI9	P0DJI8;P0DJI9				2.19903e+06
P0DMQ5	P0DMQ5				2.38151e+07
P0DMV8;P0DMV8-2;P0DMV9	P0DMV8;P0DMV9;P0DMV8-2				2.64619e+06
P0DOX2	P01876;P01877;P01876-1;P01877-1;P0DOX2				6.47911e+08
P0DOX3	P0DOX3				2.10022e+07
P0DOX5	P01857;P01859;P0DOX5;P01857-1;P01859-1				4.76844e+09
P0DOX7	P01834;P0DOX7				5.95707e+08
P0DOX8	B9A064;P0DOX8				3.38555e+08
P0DOY2;P0DOY3	P0DOY2;P0DOY3				2.25311e+08
P0DP23;P0DP24;P0DP25	P0DP23;P0DP24;P0DP25;P27482				2.31535e+06
P0DP58	P0DP58				1.48516e+08
P0DTE1	P0DTE1				9.08954e+06
P0DTE7;P0DTE8;P0DUB6	P04746;P0DTE7;P0DTE8;P0DUB6;P19961;P19961-2;P04746-2				2.41315e+06
P10124	P10124				1.10757e+07
P10153	P10153				1.46902e+07
P10253	P10253				6.03245e+06
P10451-3	P10451-3				5.58195e+07
P10451-5	P10451;P10451-4;P10451-5				1.49566e+09
P10451;P10451-4	P10451;P10451-4				1.63732e+06
P10586;P10586-2	P10586;P10586-2				1.58294e+07
P10599	P10599;P10599-2				3.5505e+07
P10619;P10619-2	P10619;P10619-2				1.75227e+06
P10636;P10636-2;P10636-3;P10636-4;P10636-5;P10636-6;P10636-7;P10636-8;P10636-9	P10636;P10636-8;P10636-6;P10636-2;P10636-3;P10636-4;P10636-5;P10636-7;P10636-9				721989
P10643	P10643				1.02936e+08
P10644;P10644-2	P10644;P10644-2				924435
P10645	P10645				4.68949e+08
P10721;P10721-2	P10721;P10721-2				1.25651e+07
P10745	P10745				2.70282e+06
P10768	P10768				2.34843e+06
P10909-6	P10909;P10909-4;P10909-6;P10909-2;P10909-3;P10909-5				1.00046e+10
P11021	P11021				1.55964e+07
P11047	P11047				7.16925e+06
P11117	P11117				4.30977e+06
P11142	P11142				4.38064e+06
P11215;P11215-2	P11215;P11215-2				178141
P11279	P11279;P11279-2				1.21728e+07
P11362-21;P11362-7	P11362;P11362-10;P11362-11;P11362-12;P11362-13;P11362-14;P11362-16;P11362-18;P11362-19;P11362-2;P11362-20;P11362-21;P11362-3;P11362-4;P11362-5;P11362-6;P11362-7;P11362-8;P11362-9				5.92351e+07
P11464-4	P11464-4				9.15333e+06
P11597;P11597-2	P11597;P11597-2				1.37145e+06
P11717	P11717				5.81612e+06
P12107;P12107-2;P12107-3;P12107-4	P12107;P12107-2;P12107-3;P12107-4				1.90177e+06
P12109	P12109				6.90334e+07
P12110	P12110;P12110-2;P12110-3				7.56515e+06
